,MonthPE,DayPE,Date,Daily_Temp,Daily_Precipitation,Daily_Humidity,Daily_Pressure,Daily_WindDir,Daily_WindSpeed,Daily_DNI,Daily_GHI,Daily_radiation
2017-07-03,7,3,2017-07-03,25.423076923076927,54.04615384615384,89.85384615384615,1010.4692307692306,241.07692307692307,3.1769230769230767,8.23076923076923,188.30769230769232,193.46153846153845
2017-07-04,7,4,2017-07-04,25.246153846153845,54.43076923076923,90.6076923076923,1010.0923076923076,238.69230769230768,3.2538461538461543,17.384615384615383,175.92307692307693,182.76923076923077
2017-07-05,7,5,2017-07-05,24.869230769230764,56.43846153846155,91.51538461538463,1011.0230769230768,237.53846153846155,3.3538461538461544,15.846153846153847,143.76923076923077,152.07692307692307
2017-07-06,7,6,2017-07-06,24.37692307692308,58.34615384615385,94.6923076923077,1011.3076923076923,242.53846153846155,2.884615384615384,0.0,82.61538461538461,82.61538461538461
2017-07-07,7,7,2017-07-07,24.66153846153846,55.130769230769225,93.96923076923075,1011.0615384615386,228.07692307692307,1.9,3.8461538461538463,195.6153846153846,196.3846153846154
2017-07-08,7,8,2017-07-08,24.199999999999996,56.48461538461538,94.38461538461539,1010.8307692307693,218.53846153846155,2.7153846153846155,0.0,84.07692307692308,84.07692307692308
2017-07-09,7,9,2017-07-09,24.54615384615384,53.969230769230776,91.43846153846152,1010.8230769230769,220.92307692307693,2.9923076923076923,0.0,168.0,168.0
2017-07-10,7,10,2017-07-10,25.846153846153847,43.91538461538461,78.10000000000001,1011.4384615384616,219.53846153846155,3.8999999999999995,356.7692307692308,213.07692307692307,476.53846153846155
2017-07-11,7,11,2017-07-11,26.146153846153844,36.97692307692308,73.12307692307694,1011.946153846154,240.6153846153846,2.684615384615385,475.7692307692308,169.46153846153845,509.3076923076923
2017-07-12,7,12,2017-07-12,26.16923076923077,45.146153846153844,76.32307692307693,1011.353846153846,228.53846153846155,2.5384615384615383,214.76923076923077,264.0,394.84615384615387
2017-07-13,7,13,2017-07-13,25.56923076923077,52.55384615384616,83.06153846153846,1010.8461538461537,237.46153846153845,3.4153846153846157,95.46153846153847,246.76923076923077,313.61538461538464
2017-07-14,7,14,2017-07-14,25.43846153846154,52.00769230769231,85.62307692307692,1010.2923076923078,239.69230769230768,3.2769230769230764,104.0,279.46153846153845,349.6923076923077
2017-07-15,7,15,2017-07-15,26.615384615384617,48.46153846153846,76.93076923076923,1009.9000000000001,259.9230769230769,3.646153846153846,222.46153846153845,268.38461538461536,422.7692307692308
