PeriodEnd,PeriodStart,Period,AirTemp,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,PrecipitableWater,RelativeHumidity,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith
2019-05-30T15:00:00Z,2019-05-30T14:00:00Z,PT60M,25.4,1.3,23.6,218,571,419,637,55.2,89.6,1006.5,187,2.4,43
2019-05-30T16:00:00Z,2019-05-30T15:00:00Z,PT60M,24.8,8.2,23.3,225,337,190,415,55.5,91.5,1006.3,189,2.4,57
2019-05-30T17:00:00Z,2019-05-30T16:00:00Z,PT60M,24.7,16.9,23.2,158,91,35,193,55.7,91.7,1006.5,192,2.1,71
2019-05-30T18:00:00Z,2019-05-30T17:00:00Z,PT60M,24.6,33.1,23.2,38,4,1,39,55.9,91.8,1006.8,195,1.8,85
2019-05-30T19:00:00Z,2019-05-30T18:00:00Z,PT60M,24.6,44.2,23.2,0,0,0,0,56.2,92.0,1007.3,195,1.7,98
2019-05-30T20:00:00Z,2019-05-30T19:00:00Z,PT60M,24.5,41.9,23.2,0,0,0,0,56.8,92.3,1008.2,190,1.7,112
2019-05-30T21:00:00Z,2019-05-30T20:00:00Z,PT60M,24.4,45.0,23.1,0,0,0,0,57.4,92.5,1009.0,185,1.8,125
2019-05-30T22:00:00Z,2019-05-30T21:00:00Z,PT60M,24.6,45.0,23.3,0,0,0,0,57.5,92.6,1009.1,194,1.7,137
2019-05-30T23:00:00Z,2019-05-30T22:00:00Z,PT60M,25.0,45.0,23.8,0,0,0,0,57.2,92.8,1008.5,215,1.8,146
2019-05-31T00:00:00Z,2019-05-30T23:00:00Z,PT60M,25.4,51.7,24.2,0,0,0,0,56.9,92.9,1007.9,232,2.1,151
2019-05-31T01:00:00Z,2019-05-31T00:00:00Z,PT60M,25.6,45.9,24.3,0,0,0,0,57.1,92.7,1007.3,240,2.2,149
2019-05-31T02:00:00Z,2019-05-31T01:00:00Z,PT60M,25.5,45.6,24.1,0,0,0,0,57.7,92.2,1006.7,241,2.1,141
2019-05-31T03:00:00Z,2019-05-31T02:00:00Z,PT60M,25.4,49.1,23.9,0,0,0,0,58.2,91.7,1006.2,243,1.9,130
2019-05-31T04:00:00Z,2019-05-31T03:00:00Z,PT60M,25.2,74.6,23.7,0,0,0,0,58.6,91.5,1006.0,244,1.8,118
2019-05-31T05:00:00Z,2019-05-31T04:00:00Z,PT60M,25.1,75.0,23.6,0,0,0,0,58.7,91.6,1006.3,244,1.7,104
2019-05-31T06:00:00Z,2019-05-31T05:00:00Z,PT60M,25.0,64.0,23.6,7,3,0,8,58.8,91.8,1006.5,243,1.6,91
2019-05-31T07:00:00Z,2019-05-31T06:00:00Z,PT60M,25.1,32.5,23.6,98,14,2,100,58.9,91.8,1006.9,234,1.6,77
2019-05-31T08:00:00Z,2019-05-31T07:00:00Z,PT60M,25.3,56.6,23.9,153,0,0,153,59.2,91.6,1007.5,217,1.8,63
2019-05-31T09:00:00Z,2019-05-31T08:00:00Z,PT60M,25.6,91.5,24.1,51,0,0,51,59.4,91.5,1008.1,205,2.1,49
2019-05-31T10:00:00Z,2019-05-31T09:00:00Z,PT60M,26.0,81.4,24.5,141,0,0,141,59.4,91.4,1008.3,201,2.4,36
2019-05-31T11:00:00Z,2019-05-31T10:00:00Z,PT60M,26.6,95.9,25.1,39,0,0,39,59.1,91.3,1008.1,203,2.4,24
2019-05-31T12:00:00Z,2019-05-31T11:00:00Z,PT60M,27.2,89.3,25.6,100,0,0,100,58.8,91.2,1007.9,205,2.5,16
2019-05-31T13:00:00Z,2019-05-31T12:00:00Z,PT60M,27.1,67.7,25.6,293,0,0,293,58.8,91.7,1007.5,202,2.4,19
2019-05-31T14:00:00Z,2019-05-31T13:00:00Z,PT60M,26.3,66.7,25.1,272,0,0,272,59.0,92.9,1006.9,192,2.3,30
2019-05-31T15:00:00Z,2019-05-31T14:00:00Z,PT60M,25.6,48.4,24.6,342,0,0,342,59.3,94.1,1006.2,182,2.3,43
2019-05-31T16:00:00Z,2019-05-31T15:00:00Z,PT60M,25.0,46.7,24.2,251,0,0,251,59.4,95.0,1006.0,178,2.2,57
2019-05-31T17:00:00Z,2019-05-31T16:00:00Z,PT60M,24.7,40.0,24.0,138,0,0,138,59.5,95.6,1006.3,180,2.1,71
2019-05-31T18:00:00Z,2019-05-31T17:00:00Z,PT60M,24.4,42.1,23.8,39,0,0,39,59.5,96.2,1006.5,182,1.9,85
2019-05-31T19:00:00Z,2019-05-31T18:00:00Z,PT60M,24.2,63.2,23.6,0,0,0,0,59.4,96.5,1007.0,185,1.8,98
2019-05-31T20:00:00Z,2019-05-31T19:00:00Z,PT60M,24.1,60.8,23.5,0,0,0,0,59.2,96.7,1007.6,190,1.8,112
2019-05-31T21:00:00Z,2019-05-31T20:00:00Z,PT60M,24.0,60.7,23.4,0,0,0,0,59.1,96.7,1008.2,195,1.8,125
2019-05-31T22:00:00Z,2019-05-31T21:00:00Z,PT60M,25.6,60.0,23.2,0,0,0,0,60.9,86.6,1008.7,214,3.0,137
2019-05-31T23:00:00Z,2019-05-31T22:00:00Z,PT60M,27.1,60.8,23.0,0,0,0,0,63.0,78.0,1008.8,220,4.4,146
2019-06-01T00:00:00Z,2019-05-31T23:00:00Z,PT60M,26.9,62.3,22.9,0,0,0,0,63.2,78.8,1008.6,222,4.2,151
2019-06-01T01:00:00Z,2019-06-01T00:00:00Z,PT60M,26.8,40.6,22.9,0,0,0,0,63.3,79.3,1007.9,220,4.2,149
2019-06-01T02:00:00Z,2019-06-01T01:00:00Z,PT60M,26.8,39.7,22.9,0,0,0,0,63.4,79.4,1007.3,214,4.7,141
2019-06-01T03:00:00Z,2019-06-01T02:00:00Z,PT60M,26.8,50.7,23.0,0,0,0,0,63.2,79.7,1007.0,214,5.2,130
2019-06-01T04:00:00Z,2019-06-01T03:00:00Z,PT60M,26.8,46.7,23.0,0,0,0,0,63.0,80.2,1007.2,216,5.4,118
2019-06-01T05:00:00Z,2019-06-01T04:00:00Z,PT60M,26.7,45.6,23.0,0,0,0,0,62.6,80.5,1007.4,216,5.5,104
2019-06-01T06:00:00Z,2019-06-01T05:00:00Z,PT60M,26.7,35.3,23.0,5,0,0,5,62.4,80.1,1007.6,214,5.9,91
2019-06-01T07:00:00Z,2019-06-01T06:00:00Z,PT60M,26.7,68.4,22.9,46,0,0,46,62.1,80.0,1007.9,212,6.1,77
2019-06-01T08:00:00Z,2019-06-01T07:00:00Z,PT60M,26.7,79.4,23.0,73,0,0,73,61.2,80.2,1008.2,211,6.1,63
2019-06-01T09:00:00Z,2019-06-01T08:00:00Z,PT60M,26.8,80.2,23.0,116,0,0,116,60.3,79.7,1008.8,212,6.0,49
2019-06-01T10:00:00Z,2019-06-01T09:00:00Z,PT60M,26.9,65.3,23.1,267,0,0,267,59.7,79.7,1009.3,216,5.8,36
2019-06-01T11:00:00Z,2019-06-01T10:00:00Z,PT60M,27.2,34.0,23.4,457,132,124,582,59.2,79.7,1009.3,222,5.6,24
2019-06-01T12:00:00Z,2019-06-01T11:00:00Z,PT60M,28.2,4.3,23.3,248,666,640,887,59.0,74.9,1008.6,231,5.6,16
2019-06-01T13:00:00Z,2019-06-01T12:00:00Z,PT60M,29.2,8.5,23.1,301,565,529,830,58.9,69.7,1007.6,237,5.8,19
2019-06-01T14:00:00Z,2019-06-01T13:00:00Z,PT60M,29.5,5.6,23.0,242,615,535,778,58.5,68.0,1006.6,237,6.0,30
2019-06-01T15:00:00Z,2019-06-01T14:00:00Z,PT60M,29.6,18.3,22.9,345,278,207,552,58.2,67.3,1006.1,237,6.0,43
2019-06-01T16:00:00Z,2019-06-01T15:00:00Z,PT60M,29.4,17.4,23.0,259,246,134,393,58.1,68.1,1005.9,237,5.7,57
2019-06-01T17:00:00Z,2019-06-01T16:00:00Z,PT60M,29.1,12.5,23.1,139,241,84,223,58.2,70.1,1006.0,236,5.3,71
2019-06-01T18:00:00Z,2019-06-01T17:00:00Z,PT60M,28.4,29.3,23.1,41,25,4,46,58.2,73.1,1006.4,237,4.7,84
2019-06-01T19:00:00Z,2019-06-01T18:00:00Z,PT60M,27.9,52.4,23.1,0,0,0,0,58.3,75.3,1006.9,240,4.3,98
2019-06-01T20:00:00Z,2019-06-01T19:00:00Z,PT60M,27.8,46.0,23.1,0,0,0,0,58.5,75.8,1007.4,240,4.3,112
2019-06-01T21:00:00Z,2019-06-01T20:00:00Z,PT60M,27.8,45.6,23.2,0,0,0,0,58.7,76.3,1007.9,239,4.2,125
2019-06-01T22:00:00Z,2019-06-01T21:00:00Z,PT60M,27.8,42.6,23.4,0,0,0,0,58.9,77.0,1008.3,236,4.2,137
2019-06-01T23:00:00Z,2019-06-01T22:00:00Z,PT60M,27.7,45.0,23.4,0,0,0,0,59.1,77.8,1008.5,234,4.2,146
2019-06-02T00:00:00Z,2019-06-01T23:00:00Z,PT60M,27.5,37.2,23.2,0,0,0,0,59.5,77.7,1008.4,232,3.9,151
2019-06-02T01:00:00Z,2019-06-02T00:00:00Z,PT60M,27.2,45.0,23.0,0,0,0,0,59.8,77.7,1007.9,229,3.6,149
2019-06-02T02:00:00Z,2019-06-02T01:00:00Z,PT60M,27.1,44.3,22.9,0,0,0,0,59.8,77.8,1007.5,226,3.8,141
2019-06-02T03:00:00Z,2019-06-02T02:00:00Z,PT60M,27.1,30.7,22.8,0,0,0,0,59.9,77.3,1007.4,226,4.1,130
2019-06-02T04:00:00Z,2019-06-02T03:00:00Z,PT60M,27.0,53.1,22.7,0,0,0,0,60.3,77.1,1007.5,231,3.9,118
2019-06-02T05:00:00Z,2019-06-02T04:00:00Z,PT60M,26.9,74.0,22.6,0,0,0,0,60.4,77.1,1007.7,238,3.4,104
2019-06-02T06:00:00Z,2019-06-02T05:00:00Z,PT60M,26.9,55.5,22.6,8,0,0,8,60.5,77.5,1008.1,244,3.0,91
2019-06-02T07:00:00Z,2019-06-02T06:00:00Z,PT60M,27.0,12.0,22.7,89,164,49,138,60.8,77.5,1008.6,246,2.7,77
2019-06-02T08:00:00Z,2019-06-02T07:00:00Z,PT60M,27.3,10.9,22.8,190,318,138,328,61.0,76.3,1009.2,243,2.5,63
2019-06-02T09:00:00Z,2019-06-02T08:00:00Z,PT60M,27.8,20.5,22.8,328,210,136,465,61.1,74.5,1009.5,237,2.5,49
2019-06-02T10:00:00Z,2019-06-02T09:00:00Z,PT60M,28.4,9.0,22.8,285,498,404,690,61.1,71.9,1009.6,229,2.8,36
2019-06-02T11:00:00Z,2019-06-02T10:00:00Z,PT60M,29.2,11.7,22.9,355,455,417,772,61.1,68.6,1009.3,219,3.4,24
2019-06-02T12:00:00Z,2019-06-02T11:00:00Z,PT60M,29.8,7.1,23.0,301,582,559,860,59.9,67.0,1008.6,209,4.1,16
2019-06-02T13:00:00Z,2019-06-02T12:00:00Z,PT60M,29.9,1.7,23.2,209,721,680,888,59.1,67.2,1007.8,202,4.5,19
2019-06-02T14:00:00Z,2019-06-02T13:00:00Z,PT60M,29.9,6.6,23.3,264,576,500,764,59.5,67.6,1007.1,200,4.8,30
2019-06-02T15:00:00Z,2019-06-02T14:00:00Z,PT60M,29.7,10.3,23.4,282,436,316,598,59.6,68.9,1006.9,200,5.0,43
2019-06-02T16:00:00Z,2019-06-02T15:00:00Z,PT60M,29.3,23.6,23.5,252,196,117,369,59.8,70.7,1006.9,199,4.8,57
2019-06-02T17:00:00Z,2019-06-02T16:00:00Z,PT60M,28.8,40.7,23.4,148,0,0,148,59.9,72.9,1007.1,197,4.5,71
2019-06-02T18:00:00Z,2019-06-02T17:00:00Z,PT60M,28.4,32.7,23.4,38,0,0,38,59.8,74.6,1007.3,199,3.8,84
2019-06-02T19:00:00Z,2019-06-02T18:00:00Z,PT60M,28.3,44.8,23.3,0,0,0,0,59.6,74.7,1007.6,205,3.0,98
2019-06-02T20:00:00Z,2019-06-02T19:00:00Z,PT60M,28.2,48.8,23.2,0,0,0,0,59.6,74.0,1008.1,210,2.6,112
2019-06-02T21:00:00Z,2019-06-02T20:00:00Z,PT60M,28.2,50.3,23.1,0,0,0,0,59.5,73.8,1008.6,213,2.4,125
2019-06-02T22:00:00Z,2019-06-02T21:00:00Z,PT60M,28.1,51.0,23.0,0,0,0,0,59.3,74.1,1008.9,214,2.3,136
2019-06-02T23:00:00Z,2019-06-02T22:00:00Z,PT60M,28.0,34.9,23.0,0,0,0,0,59.2,74.4,1009.2,216,2.4,146
2019-06-03T00:00:00Z,2019-06-02T23:00:00Z,PT60M,27.9,44.0,22.9,0,0,0,0,58.5,74.5,1009.1,223,2.5,151
2019-06-03T01:00:00Z,2019-06-03T00:00:00Z,PT60M,27.8,45.5,22.9,0,0,0,0,57.8,74.5,1008.7,231,2.6,149
2019-06-03T02:00:00Z,2019-06-03T01:00:00Z,PT60M,27.8,52.5,22.9,0,0,0,0,58.0,74.6,1008.3,232,2.5,141
2019-06-03T03:00:00Z,2019-06-03T02:00:00Z,PT60M,27.7,45.6,22.8,0,0,0,0,58.3,74.7,1008.3,232,2.5,130
2019-06-03T04:00:00Z,2019-06-03T03:00:00Z,PT60M,27.6,52.4,22.8,0,0,0,0,58.6,75.0,1008.4,236,2.4,118
2019-06-03T05:00:00Z,2019-06-03T04:00:00Z,PT60M,27.5,50.4,22.7,0,0,0,0,58.9,75.3,1008.5,240,2.2,104
2019-06-03T06:00:00Z,2019-06-03T05:00:00Z,PT60M,27.5,52.4,22.7,8,0,0,8,59.1,75.3,1008.8,239,2.1,91
2019-06-03T07:00:00Z,2019-06-03T06:00:00Z,PT60M,27.8,18.6,22.7,88,150,45,133,59.1,74.0,1009.1,233,2.1,77
2019-06-03T08:00:00Z,2019-06-03T07:00:00Z,PT60M,28.5,17.5,22.6,218,205,90,308,59.0,70.7,1009.4,224,2.3,63
2019-06-03T09:00:00Z,2019-06-03T08:00:00Z,PT60M,29.3,9.1,22.4,220,475,319,539,58.7,66.3,1009.8,217,2.5,49
2019-06-03T10:00:00Z,2019-06-03T09:00:00Z,PT60M,30.1,0.0,22.2,148,759,614,761,58.5,62.6,1010.0,211,2.9,36
2019-06-03T11:00:00Z,2019-06-03T10:00:00Z,PT60M,30.9,0.3,22.1,160,785,717,877,58.2,59.4,1009.7,206,3.6,24
2019-06-03T12:00:00Z,2019-06-03T11:00:00Z,PT60M,31.5,1.8,22.1,194,750,719,913,58.1,57.6,1009.0,204,4.3,17
2019-06-03T13:00:00Z,2019-06-03T12:00:00Z,PT60M,31.7,0.2,22.3,179,770,725,904,58.1,57.4,1008.3,204,4.9,20
2019-06-03T14:00:00Z,2019-06-03T13:00:00Z,PT60M,31.5,0.8,22.6,181,731,630,811,58.2,59.2,1007.7,205,5.4,30
2019-06-03T15:00:00Z,2019-06-03T14:00:00Z,PT60M,31.0,0.0,22.9,149,714,522,670,58.6,62.0,1007.4,206,5.6,43
2019-06-03T16:00:00Z,2019-06-03T15:00:00Z,PT60M,30.6,2.2,23.2,142,587,324,466,59.3,64.8,1007.4,207,5.6,57
2019-06-03T17:00:00Z,2019-06-03T16:00:00Z,PT60M,30.0,0.0,23.5,87,493,169,256,60.0,68.3,1007.5,208,5.4,71
2019-06-03T18:00:00Z,2019-06-03T17:00:00Z,PT60M,29.1,18.8,23.6,34,110,20,54,60.9,72.4,1007.7,212,4.7,84
2019-06-03T19:00:00Z,2019-06-03T18:00:00Z,PT60M,28.5,33.0,23.6,0,0,0,0,61.4,74.5,1008.1,215,3.9,98
2019-06-03T20:00:00Z,2019-06-03T19:00:00Z,PT60M,28.3,30.8,23.4,0,0,0,0,61.4,74.5,1008.6,212,3.5,112
2019-06-03T21:00:00Z,2019-06-03T20:00:00Z,PT60M,28.1,30.9,23.3,0,0,0,0,61.3,74.9,1009.1,209,3.5,125
2019-06-03T22:00:00Z,2019-06-03T21:00:00Z,PT60M,28.0,43.6,23.3,0,0,0,0,61.1,75.5,1009.6,208,3.5,136
2019-06-03T23:00:00Z,2019-06-03T22:00:00Z,PT60M,27.9,49.8,23.2,0,0,0,0,60.8,75.9,1009.7,210,3.5,146
2019-06-04T00:00:00Z,2019-06-03T23:00:00Z,PT60M,27.8,45.1,23.2,0,0,0,0,58.9,75.7,1009.3,226,3.4,151
2019-06-04T01:00:00Z,2019-06-04T00:00:00Z,PT60M,27.9,45.8,23.1,0,0,0,0,56.9,75.3,1008.7,241,3.3,149
2019-06-04T02:00:00Z,2019-06-04T01:00:00Z,PT60M,27.8,41.8,23.0,0,0,0,0,56.4,75.4,1008.2,241,3.1,141
2019-06-04T03:00:00Z,2019-06-04T02:00:00Z,PT60M,27.7,44.6,23.0,0,0,0,0,56.1,75.5,1008.0,237,2.9,130
2019-06-04T04:00:00Z,2019-06-04T03:00:00Z,PT60M,27.7,31.5,22.9,0,0,0,0,55.9,75.4,1008.0,235,2.8,118
2019-06-04T05:00:00Z,2019-06-04T04:00:00Z,PT60M,27.6,15.8,22.9,0,0,0,0,55.7,75.3,1008.0,234,2.7,104
2019-06-04T06:00:00Z,2019-06-04T05:00:00Z,PT60M,27.6,12.6,22.8,7,0,0,7,56.0,75.1,1008.3,241,3.0,91
2019-06-04T07:00:00Z,2019-06-04T06:00:00Z,PT60M,28.0,54.1,22.8,69,0,0,69,56.5,73.4,1008.8,246,3.4,77
2019-06-04T08:00:00Z,2019-06-04T07:00:00Z,PT60M,28.7,61.8,22.8,137,0,0,137,56.9,70.4,1009.2,243,3.7,63
2019-06-04T09:00:00Z,2019-06-04T08:00:00Z,PT60M,29.6,76.5,22.8,135,0,0,135,57.3,67.0,1009.6,240,3.9,49
2019-06-04T10:00:00Z,2019-06-04T09:00:00Z,PT60M,30.3,64.7,22.8,264,0,0,264,57.7,64.2,1009.6,232,4.2,36
2019-06-04T11:00:00Z,2019-06-04T10:00:00Z,PT60M,30.8,59.3,22.9,345,0,0,345,58.2,63.0,1009.4,222,4.6,24
2019-06-04T12:00:00Z,2019-06-04T11:00:00Z,PT60M,30.7,75.4,23.0,222,0,0,222,58.8,63.8,1009.2,221,5.2,17
2019-06-04T13:00:00Z,2019-06-04T12:00:00Z,PT60M,30.5,55.5,23.1,386,0,0,386,59.1,64.5,1008.6,223,5.9,20
2019-06-04T14:00:00Z,2019-06-04T13:00:00Z,PT60M,30.7,21.2,23.0,494,141,121,615,59.0,63.8,1007.9,222,6.4,30
2019-06-04T15:00:00Z,2019-06-04T14:00:00Z,PT60M,30.6,17.1,23.1,391,183,133,524,59.3,64.2,1007.3,221,6.7,43
2019-06-04T16:00:00Z,2019-06-04T15:00:00Z,PT60M,30.3,21.2,23.2,258,164,81,339,59.7,66.0,1007.1,221,6.9,57
2019-06-04T17:00:00Z,2019-06-04T16:00:00Z,PT60M,29.7,37.8,23.3,118,80,35,153,60.3,68.6,1007.1,221,6.8,70
2019-06-04T18:00:00Z,2019-06-04T17:00:00Z,PT60M,29.0,24.9,23.6,28,0,0,28,61.0,72.4,1007.5,225,6.0,84
2019-06-04T19:00:00Z,2019-06-04T18:00:00Z,PT60M,28.7,0.2,23.8,0,0,0,0,61.7,75.0,1007.9,230,5.3,98
2019-06-04T20:00:00Z,2019-06-04T19:00:00Z,PT60M,28.6,0.0,23.9,0,0,0,0,61.8,75.7,1008.4,230,5.2,112
2019-06-04T21:00:00Z,2019-06-04T20:00:00Z,PT60M,28.4,0.0,23.9,0,0,0,0,61.0,76.5,1008.7,228,5.4,124
2019-06-04T22:00:00Z,2019-06-04T21:00:00Z,PT60M,28.3,0.0,23.9,0,0,0,0,59.8,77.2,1008.9,227,5.5,136
2019-06-04T23:00:00Z,2019-06-04T22:00:00Z,PT60M,28.2,0.0,24.0,0,0,0,0,58.6,78.0,1009.1,228,5.4,146
2019-06-05T00:00:00Z,2019-06-04T23:00:00Z,PT60M,28.0,2.2,24.0,0,0,0,0,58.1,78.8,1009.0,236,5.0,151
2019-06-05T01:00:00Z,2019-06-05T00:00:00Z,PT60M,27.8,57.3,24.0,0,0,0,0,58.2,79.6,1008.6,244,4.8,149
2019-06-05T02:00:00Z,2019-06-05T01:00:00Z,PT60M,27.6,39.3,23.9,0,0,0,0,58.0,80.4,1008.1,241,4.9,141
2019-06-05T03:00:00Z,2019-06-05T02:00:00Z,PT60M,27.5,43.2,23.7,0,0,0,0,57.1,80.1,1007.8,238,5.0,130
2019-06-05T04:00:00Z,2019-06-05T03:00:00Z,PT60M,27.4,44.3,23.5,0,0,0,0,55.7,79.2,1007.8,239,4.8,118
2019-06-05T05:00:00Z,2019-06-05T04:00:00Z,PT60M,27.4,40.3,23.4,0,0,0,0,54.5,79.0,1007.9,243,4.6,104
2019-06-05T06:00:00Z,2019-06-05T05:00:00Z,PT60M,27.4,39.8,23.4,6,0,0,6,53.4,79.0,1008.1,247,4.7,91
2019-06-05T07:00:00Z,2019-06-05T06:00:00Z,PT60M,27.6,33.1,23.5,80,0,0,80,52.8,78.8,1008.5,251,5.0,77
2019-06-05T08:00:00Z,2019-06-05T07:00:00Z,PT60M,27.9,44.1,23.6,184,0,0,184,52.7,77.3,1008.9,254,4.9,63
2019-06-05T09:00:00Z,2019-06-05T08:00:00Z,PT60M,28.5,39.6,23.5,329,0,0,329,52.9,74.3,1009.2,256,4.9,49
2019-06-05T10:00:00Z,2019-06-05T09:00:00Z,PT60M,29.3,37.1,23.4,452,0,0,452,53.1,70.6,1009.1,254,5.0,36
2019-06-05T11:00:00Z,2019-06-05T10:00:00Z,PT60M,30.1,47.1,23.4,442,0,0,442,53.3,67.1,1008.6,247,5.2,24
2019-06-05T12:00:00Z,2019-06-05T11:00:00Z,PT60M,30.4,39.1,23.3,537,6,6,544,53.7,65.9,1008.0,244,6.0,17
2019-06-05T13:00:00Z,2019-06-05T12:00:00Z,PT60M,30.4,27.8,23.1,574,62,58,632,54.2,65.0,1007.3,244,6.6,20
2019-06-05T14:00:00Z,2019-06-05T13:00:00Z,PT60M,30.7,14.9,23.1,416,299,254,670,55.0,64.0,1006.5,240,6.6,30
2019-06-05T15:00:00Z,2019-06-05T14:00:00Z,PT60M,30.7,34.0,23.1,313,157,122,435,55.8,64.3,1006.2,235,6.6,43
2019-06-05T16:00:00Z,2019-06-05T15:00:00Z,PT60M,30.4,47.8,23.3,226,3,1,227,56.3,66.0,1006.2,231,6.5,57
2019-06-05T17:00:00Z,2019-06-05T16:00:00Z,PT60M,29.8,19.6,23.5,169,34,13,182,56.9,69.2,1006.4,228,6.6,70
2019-06-05T18:00:00Z,2019-06-05T17:00:00Z,PT60M,29.0,30.4,23.3,36,7,1,38,56.3,71.3,1006.7,237,6.0,84
2019-06-05T19:00:00Z,2019-06-05T18:00:00Z,PT60M,28.5,35.3,23.0,0,0,0,0,55.6,72.2,1007.1,245,5.6,98
2019-06-05T20:00:00Z,2019-06-05T19:00:00Z,PT60M,28.4,42.1,23.2,0,0,0,0,55.9,73.3,1007.4,243,5.6,111
2019-06-05T21:00:00Z,2019-06-05T20:00:00Z,PT60M,28.4,37.5,23.4,0,0,0,0,56.1,74.3,1008.0,244,5.4,124
2019-06-05T22:00:00Z,2019-06-05T21:00:00Z,PT60M,28.4,31.9,23.6,0,0,0,0,56.4,75.1,1008.4,242,5.4,136
2019-06-05T23:00:00Z,2019-06-05T22:00:00Z,PT60M,28.4,30.5,23.8,0,0,0,0,56.8,75.8,1008.7,241,5.5,146
2019-06-06T00:00:00Z,2019-06-05T23:00:00Z,PT60M,28.4,32.9,23.8,0,0,0,0,56.2,75.9,1008.6,246,5.4,150
2019-06-06T01:00:00Z,2019-06-06T00:00:00Z,PT60M,28.4,75.2,23.8,0,0,0,0,55.6,76.1,1008.2,252,5.3,149
2019-06-06T02:00:00Z,2019-06-06T01:00:00Z,PT60M,28.4,76.0,23.8,0,0,0,0,56.1,76.2,1007.7,253,5.4,141
2019-06-06T03:00:00Z,2019-06-06T02:00:00Z,PT60M,28.4,75.2,23.9,0,0,0,0,56.8,76.6,1007.3,255,5.6,130
2019-06-06T04:00:00Z,2019-06-06T03:00:00Z,PT60M,28.3,60.9,24.0,0,0,0,0,57.7,77.4,1007.3,254,5.5,118
2019-06-06T05:00:00Z,2019-06-06T04:00:00Z,PT60M,28.2,69.2,24.1,0,0,0,0,58.6,78.1,1007.4,253,5.4,104
2019-06-06T06:00:00Z,2019-06-06T05:00:00Z,PT60M,28.2,65.4,23.9,6,3,0,6,59.5,77.7,1007.8,253,5.4,91
2019-06-06T07:00:00Z,2019-06-06T06:00:00Z,PT60M,28.4,8.1,23.7,98,57,16,114,59.5,75.8,1008.0,250,5.7,77
2019-06-06T08:00:00Z,2019-06-06T07:00:00Z,PT60M,28.9,20.4,23.7,218,89,34,252,58.0,73.8,1007.9,247,6.1,63
2019-06-06T09:00:00Z,2019-06-06T08:00:00Z,PT60M,29.4,37.3,23.8,332,0,0,332,57.3,71.9,1007.9,244,6.5,49
2019-06-06T10:00:00Z,2019-06-06T09:00:00Z,PT60M,29.9,33.6,23.8,456,0,0,456,57.9,70.0,1008.2,241,6.8,36
2019-06-06T11:00:00Z,2019-06-06T10:00:00Z,PT60M,30.1,16.5,23.8,518,154,141,659,59.0,68.9,1008.1,237,7.1,24
2019-06-06T12:00:00Z,2019-06-06T11:00:00Z,PT60M,29.8,67.8,23.7,264,3,3,267,59.6,69.6,1007.8,238,7.3,17
2019-06-06T13:00:00Z,2019-06-06T12:00:00Z,PT60M,29.6,63.9,23.5,291,0,0,291,59.2,70.0,1007.1,240,7.2,20
2019-06-06T14:00:00Z,2019-06-06T13:00:00Z,PT60M,29.6,46.0,23.4,393,0,0,393,59.0,69.4,1006.2,239,7.0,30
2019-06-06T15:00:00Z,2019-06-06T14:00:00Z,PT60M,29.5,40.2,23.4,349,0,0,349,59.4,69.9,1006.1,236,6.6,43
2019-06-06T16:00:00Z,2019-06-06T15:00:00Z,PT60M,29.0,52.3,23.6,193,0,0,193,59.7,72.5,1006.5,232,6.3,57
2019-06-06T17:00:00Z,2019-06-06T16:00:00Z,PT60M,28.5,53.5,23.8,88,0,0,88,59.0,75.5,1006.8,228,6.3,70
2019-06-06T18:00:00Z,2019-06-06T17:00:00Z,PT60M,27.6,48.5,23.7,23,0,0,23,60.2,79.1,1007.2,229,6.0,84
2019-06-06T19:00:00Z,2019-06-06T18:00:00Z,PT60M,27.0,69.0,23.5,0,0,0,0,62.3,81.2,1007.4,232,5.4,98
2019-06-06T20:00:00Z,2019-06-06T19:00:00Z,PT60M,26.9,74.0,23.2,0,0,0,0,62.7,80.1,1007.2,235,4.6,111
2019-06-06T21:00:00Z,2019-06-06T20:00:00Z,PT60M,26.9,75.6,22.9,0,0,0,0,62.9,78.9,1007.5,233,3.1,124
2019-06-06T22:00:00Z,2019-06-06T21:00:00Z,PT60M,26.8,60.5,22.8,0,0,0,0,63.2,79.1,1008.1,229,2.1,136
2019-06-06T23:00:00Z,2019-06-06T22:00:00Z,PT60M,26.5,60.5,22.9,0,0,0,0,63.5,80.6,1008.5,250,1.6,145
2019-06-07T00:00:00Z,2019-06-06T23:00:00Z,PT60M,25.9,59.8,22.9,0,0,0,0,63.2,83.3,1008.2,290,1.0,150
2019-06-07T01:00:00Z,2019-06-07T00:00:00Z,PT60M,25.5,45.3,22.9,0,0,0,0,63.2,86.0,1007.6,8,1.5,149
2019-06-07T02:00:00Z,2019-06-07T01:00:00Z,PT60M,25.3,45.1,22.9,0,0,0,0,62.5,86.7,1007.2,11,2.7,141
2019-06-07T03:00:00Z,2019-06-07T02:00:00Z,PT60M,25.1,41.8,22.7,0,0,0,0,61.5,86.4,1007.0,8,3.3,130
2019-06-07T04:00:00Z,2019-06-07T03:00:00Z,PT60M,25.0,58.9,22.4,0,0,0,0,61.0,85.7,1007.2,7,3.2,118
